,comment
1883,"Желаю тебе, Вова, выбирать между участью Хуссейна и Чаушеску."
1884,"Я устал ,я ухожу .  Вова это простые слова ."
1885,"Кол-во дизов в 3 раза больше. 30% поддерживают обращение, 70% - нет."
1886,"Зашел, диз поставил, ушел) Даже в 12 ночи не смотрели обращение) Всех с наступившим, ребятки) Удачи, счастья, здоровья)"
1887,"Посмотри что творит полиция ,пусть земля им не будет пухом!"
1888,"Опять он нас кинул с индексацией пенсий , чтобы твои дети жили на социальные пенсии!!!!!! 5,9% это ни о чем при инфляции на продукты на 50%."
1889,Время перенесет из прошлого в прошлое...Будущего пока не видать...
1890,Комментарии 🔥🔥🔥 спасибо за искренность россияне
1891,У ботов выходной.  Поздравляю граждан в комментах с Новым Годом! Россия будет свободной!
1892,Мы не тока гордимся Москвой но и ее городами и нашей страной
1893,"Загадал, чтобы этот год был для тебя ВВП последним!"
1894,"Вылез из своего бункера и, как всегда, сколько раз открыл свой рот, столько же и соврал."
1895,"Спасибо!! Ураа , новым годом!!!))))"
1896,Ждал что скажет :я устал я ухожу 🔫
1897,"Зашел чисто коменты почитать .
Держитесь люди"
1898,"2, 7 тыс. лайков поставили кремлеботы."
1899,Зашёл диз влепить! Всех с праздником 🙌👍
1900,"...когда началось новогоднее обращение президента Россеи, наш парализованный  дед, двадцать лет сидевший в  коляске,  встал, взял телевизор и выкинул его в окно...:-)))"
1901,С новым годом🇷🇺
1902,"Восстановили экономику?? Поддержали население??? В период самоизоляции все, кроме госслужащих, за свой счёт отдыхали..... Это о какой России Владимир Владимирович говорит?"
1903,"Ни одного негативного отзыва, интересно!"
1904,"Мы вместе, и даже известно в каком."
1905,Путя в бронике
1906,Он под курткой руки держит... Это пипец господа. Хорошо что не на корточах поздравил
1907,"путину дать почитать эти комментарии. Удивляюсь, почему их не отключили? симонян за это прилетит, или это так задумано? Интересно."
1908,"посмотрите видос на перемотке, столько гримас забавных,но будьте аккуратны,у меня видос случайно пошел, усышал слово ""наши"", а так зашел коменты почитать,заметил тенденцию, не зависимо от количества просмотров еще на паре роликов обращения, количество лайков примерно одинаково"
1909,Вурдалак зачетный!
1910,"30 ЛЕТ нет ссср. где те, кто успел выйти, а где вы?"
1911,Желаю вам ВСЕМ окочуриться в этом году !!!
1912,"Красавчик ✌️, а коменты злобные пишут боты-завистники"
1913,"Народ тебя ненавидит, как можно быть таким лицимером."
1914,"Пусть у тебя Володя будет такая же жизнь, как у самого бедного человека в России, который стал таким по твоей вине."
1915,"А ведь дед то стареет, видать не долго ему осталось)"
1916,"Я плюну в морду тому кто скажет, 

что Зеленский плохой президент из прошлых 5 мародеров.

Зеленский за 2,5 года сделал больше для Украины чем кто то другой.

Лучше такой молодой ""клоун"" в Украине, чем старый КГБист в России,"
1917,"Сначала подумал, что у него там бронежилет.
Но более вероятно, что просто пузо отожрал на казенных харчах. 😀"
1918,Очередная тонна вранья и лецимерия😂
1919,С Новым годом 🍾🎄🎆
1920,"Главное, что все твои друзья у кормушки и у них все хорошо... Ненавижу врунов"
1921,"Надеюсь этот год будет последним для тебя как президента,и первым в виде подсудимого Гаагского трибунала.."
1922,"Пусть в следующем году наконец уйдёт всё, что так не хочет уходить: коронавирус, экономические трудности - вот эти три вещи."
1923,"Ждите, скоро за негативные комменты будут сажать, интернет отключён и блокированы все неугодные)😁"
1924,Не кому не нужно это поздравления от ненужного человека
1925,"Почему я себя чувствую каким то ...,будто бы....,хотелось бы!!!🎅"
1926,Жаль убрали дизы
1927,С новым годом дорогие братья Россияне и чтобы ваша главная мечта сбылась 🇺🇦🤝🇷🇺
1928,"Владимир Владимирович, сердечная благодарность за душевные слова!
Твёрдо уверен, что на будущем трибунале, где вы будете иметь возможность выступить,
кто-то даже прослезится и попросит вас не вешать."
1929,"Морду отожрал, в камеру скоро не влезает уже... Да уж, процветание идет 22 года, лишь у узкой, грязной прослойки твоих дружков...
 Но никак, ни у Государства с народом, в первом уничтожена вся промышленность, заканчивая вымершими селами, а последний лишь нищает и вымирает... Действовать так, может только настоящий Агент ЦРУ."
1930,Лучше бы «Лебединое озеро» включили
1931,У меня в доме свет отключили когда он говорить начал)
1932,"Воровство,ложь, деградация"
1933,"А кароночка была? Про то что год был не простым, а то до конца ждал. Наверное прослушал."
1934,"Это был непростой,трудный год."
1935,"Мы бы хотели услышать --- Я устал, Я мухажук,,,,,,,"
1936,Жду в этом году дыхание Чейна-Стокса
1937,"ВЛАДИМИР ВЛАДИМИРОВИЧ ЧЕЛОВЕК-СЛОВО! КАК И УВАЖАЕМАЯ МАРГАРИТА СИМОНЬЯН!!! УВАЖАЕМ ВАС ВСЕЙ СТРАНОЙ!!!
НАВАЛЬНОГО ПОСАДИЛИ И ЖИЗНЬ В СТРАНЕ СРАЗУ НАЧАЛА НАЛАЖИВАТЬСЯ! СПАСИБО ВАМ ВЛАДИМИР ВЛАДИМИРОВИС ЗА СЧАСТЛИВУЮ И СПОКОЙНУЮ ЖИЗНЬ!!! А БОГАТСТВ НАМ И НЕ НАДО, ЛИШЬ БЫ НЕ БЫЛО ВОЙНЫ!"
1938,МРОТ 13890 рублей. В Украине выше  ахахахаха
1939,"Стандартный сценарий.
- Этот год был не простым
- Мы справились
- Новые вызовы"
1940,Боритесь за свои права! Свобода и демократия победит!
1941,Лапша и макарошки без вилки все для нас и ваших ушей ...НАДОЕЛО
1942,"Народ голосовал за поправки, которые включали в себя предусмотрение наказания за жестокое обращение с животными...НИ ХРЕНА ЭТО НЕ СОБЛЮДАЕТСЯ!!! Когда обязуют нести ответственность за животных?"
1943,Путин это один большой мем России
1944,Где то я уже это видел ...
1945,"За 20 лет Китай из отсталой деревни стал мировым лидером в политике и экономике,  наверно эту страну имел ввиду ВВ Путин во всех своих бесконечных обещаниях! С Новым годом соотечественники, желаю нам всем поумнеть!"
1946,"Бобра съел? Смотрю на этого клоуна в черном плаще, такое чувство что он на похорон пришел. Привет с Ростова"
1947,"Когда же мы освободимся от зла, засевшего в Кремле? ! Выражаю недоверие путину и тошнит от него  и его поздравлений."
1948,"Господин Президент “
Всеки има дръзки мечти и те дори не се обмитяват-наложен данък колкото и да и Жива и да живее България -Русия не и ли решил Бог да съгради дом -То напразно се Трудят зидарите”"
1949,"Что под пальто? Сперва было впечатление, что там спрятаны руки,,,,, Дед Кабай залетел что ли ???"
1950,"Dearest V.Putin Darling!
It is written! This is the day which the LORD has made ;we will rejoice and be glad in it. Ps.118:24. Amen."
1951,2045 год Биоробот Путин: я подниму Россию с колен…
1952,Не слушала речь и не буду. Захожу только дизлайк поставить
1953,"Тоже думал, что пуговица на пузе в экран стрельнит?"
1954,На вампира похож)))
1955,"Читаю комментарии,не одного доброго слова в адрес президента. Как же ед.ро.побеждает на выборах? И ведь в 24 году тоже его изберут, правда кто будет избирать неизвестно,но все равно избирут."
1956,Народная любовь  чувствуется по комментариям
1957,"Жалкий и смешной старик!
Продолжает делать то, что ничего не меняет - болтать языком."
1958,Жалкий разговор не о чем.
1959,"Из глубин космоса, с другой планеты...."
1960,жаль что дизы отключены... я бы посмотрел...
1961,Как ты смеешь стоять там где должен стоять патриот народа?! Просто спам сети
1962,Да когда же 12 часов то! (у нас все магазины в районе с 12-ти работают!)
1963,выступление суховато-лицемерное. И почему то  не для людей. Формат биткоина.
1964,"Как всегда , далеко от реальности и ни о чём...."
1965,"""Пусть ваши дети вырастут свободными и честными"". Это зачем еще? Чтобы было кого в тюрьмы сажать? 😁🤦‍♂"
1966,"Вова, уходи. Достал"
1967,"Думаю тут подавляющее большинство ждало ""Я устал я ухожу"" и ""Лебединое озеро"""
1968,"Как будто рядовой выпуск новостей посмотрел. Я не против президента, но он на столько уже не эффективен в своих речах и поступках, что посмотрев эту Новогоднюю речь, я пожалуй соглашусь с теми, кто хочет его поменять. Жаль менять пока не на кого :( Если выбирать из оппозиции и Путина, я выбираю Путина."
1969,"Рукава то пустые и в бронеке, куда катится этот Мир🙄"
1970,Даже дименгидринат тут бессилен. Пришлось мыть клаву и монитор.
1971,"Желаю власти того, что она сделала для народа за 20 лет"
1972,У кого прога есть? Сколько дизов у этого пересидента с его лицемерным поздравлением...
1973,"Бесплатная медицина (прививки например), бесплатное образование (сохранилось таки), иногда даже кв. дают (на первом-последнем этаже по скидке), в ""Пятёрочке"" цены растут, штрафы -- скидка 50% на ""Почте России"", чего вам ещё надо??? Повышение ЖКХ и проезд в общественном  транспорте? Да завсегда! И  чего вы тут все ругаете???"
1974,"Я даже и слушать не стал очевидно, что кроме вранья ничего не будет. Коментарии конечно один краше другого."
1975,"Желаю в новом Году. 
Многоуважамому  товарищу 
- Владимир Владимирович отправится в ГААГУ а лучший подарок сценарий закончил Ливии с покойным Кадаффи. "
1976,"Путин, ваш плащ трещит по бокам)"
1977,"Володья, тебе как мученику пора в рай!"
1978,"Спасибо за будущее наших детей ! Его нет ! Спасибо что ещё все украли , спасибо ! Стратегическая ваша задача встретиться в 2024 с нами . Будем молиться Господу что бы этого не произошло !"
1979,"У Масяни  и то больше просмотров , жесть"
1980,Вот это он зажрался на чужих налогах как беременный. Врет и не краснеет хотя там столько макияжу что и красноты все ровно видно не будет . Ходящий бутакс.
1981,"-Что ты ищешь во всех газетах?

-Некролог.

-Да, но некрологи печатают на последней странице...

-Тот некролог который ищу я, будет на первой странице и во всех газетах...."
1982,"лицемерный лжец, зайти сюда и поставить на паузу что-бы написать эти слова"
1983,Он в бронежилете что ли?
1984,"Володя, хватит, остановись! Одно и тоже из года в год, ну самому то не надоело? Хватит уже благосостояние граждан подымать, все наоборот получается, ты конечно молодец что пытаешься, похвально. Ну ниче, время еще есть, изберешь себя на 12 лет или на 24 года, я уже запутался в этих сроках и как раз к своим 80 годам все сделаешь что обещал. Ты ж настоящий мужик, держишь слово!! Ахахаах"
1985,по чём нынче лайки закупают?
1986,Нет слов... вещание из другого мира.
1987,"это всё ужасно, только не понятно, как человек этого не понимает, обнищания населения России достигла максимального кошмара, в стране 90% нищие."
1988,"Ну капец, жалко что кончился  2021"
1989,Любитель молодых гимнасток опять жжет!
1990,"Походу дедушка мороз забил, на мечты и желания россиян...."
1991,В очередной раз деда втирает какую-то хрень.
1992,"А распух, это я так понимаю, он с голодухи. =)"
1993,"Если Путин заменит флаг, как гимн в своё время, тогда я буду знать об искренних намерениях Президента. Кстати, слово ""президент страны"" тоже херово звучит на русском, ведь страна -- не компания же!"
1994,"Вот бы он пожил бы на нашу невероятно большую минимальную заработную плату.
Или на минимальную пенсию... Или хоть раз пообщался бы с русской обычной многодетной семьёй и узнал как им живётся...
Тогда бы он наверное понял, как много мы достигли..."
1995,"Я телек выкинул в окно когда его включили. Избавился от всего старого и плохого, не хочу его тащить в новый год"
1996,"Надеюсь это его последнее ""поздравление"" нас !"
1997,Пипец товарищи это пипец
1998,Ютуб где дизлайки????Я чисто их количество посмотреть зашёл.Каждый год так делаю
1999,"Страну к войне готовит причём уже открытой, конечно нужно детей рожать смертность то высокая будет, ну не чего, не его же дети и близкие погибать будут!  Так что вперёд, этот год был не простым, но в следующем мы тоже справимся, с Новым годом!"
2000,В России поздравление президента всё стабильно из года в год - Путин на фоне Кремля
2001,Он под курткой крестики на пальцах держит?)
2002,"Эх, не любит народ Царя.  Не любит"
2003,Убирайся и приходить не смей
2004,Хоть где то стабильность
2005,"Комментарии под обращением пересидента - айай. Сразу видно, что Володя ""избран"" народом.  А по сути обращения как всегда Вова врет как только открывает свой погггный рот."
2006,Это лучшая работа в мире!
2007,"Чем сильнее и ярче личность, тем больше псов на неё лает."
2008,10 к руб ветеранам великой отечественной войны помощь хоть отбавляй
2009,"Счастливого ""обнуления""! 🎄
А если честно, то все его обращения, всего лишь один и тот же надоевший текст где изменяется лишь наступающий год...
Пора признать, что кому-то пора на отдых. Ну не меняется ситуация в стране в лучшую сторону, проще говоря ваша стабильность превратилась в застой."
2010,"Дизлайки отключили поэтому говорю, что это видео и его персонаж занимающий уже больше 20 лет должность президента мне категорически не нравятся."
2011,"«В такое непростое время как сейчас...» да с тобой все 20 лет непросто, выживаем как можем... Нафиг ты нам нужен, плохо жить мы и без тебя можем."
2012,ВСЕХ С НОВЫМ 2022 ГОДОМ!!!
2013,Желаю всем россиянам увидеть поскорее  лебединое озеро
2014,"а какого черта коменты не закрыты? 2,2 недолайка против 7,1 дизлайка"
2015,Самое главное он сказал - здоровья нам всем подмигнув. 🤣🤣🤣
2016,"А что у него с руками ,никто не заметил?
Друзья. Всех С Новым годом"
2017,Когда уже последнее новогодние обращение в статусе президента ? Стране нужны новые лидеры. Надо уходить вовремя.
2018,"С Новым годом! Счастья, здоровья, любви, удачи.из Украины."
2019,"Я чуть не поседел. Он ВПЕРВЫЕ СКАЗАЛ ПАРУ СЛОВ ПРАВДЫ!! Что всё было благодаря именно нам. Уточняю: за счёт наших пенсий, сбережений, налогов, пособий, зарплат и всё на нашем горбу."
2020,"Эх, Вова, Вова.
Даже Лукашенко дольше выступал.
Стареешь..."
2021,С новым годом!♥️✨
2022,"Ботоксный кабай, как же твоя морда нам всем надоела за 20лет.Одни обещания, а рабочие стали только беднее, как и пенсионеры."
2023,"Дорогой дедушка Мороз! Очень прошу, сделай пожалуйста так, чтобы в этом году сожитель бабки Кабаихи одел белые тапочки и громко крякнул,,,,,,,, А мы бы увидели Лебединое озеро по ТВ"
2024,Душный типок
2025,"Надоело,  уходи уже!!!"
2026,Охуенное видео
2027,"Замечательная речь Президента! Уходящий год богат на позитивные производственные, геополитические и социальные события. А вишенка на торте - это разгром наших ""несистемников"". С Новым 2022 годом!!"
2028,"Старый очень, можно вахтером работать или сторожем в таком состоянии  , а тут президент , даже не смешно."
2029,Самое лучшее обращение Владимира Путина звучит так: Я оставляю россиян в покое!
2030,"Надоел. Фальшь. Враньё.
Рвотный рефлекс уже, как только вижу"
2031,Пуговица на пальто говорит за её владельца😏
2032,"Гребец достиг уникального уровня в искусстве говорить долго и не сказать НИЧЕГО!и постоянно оттачивает мастерство!Смотрите обращение Брежнева 70 год,все конкретно,что сделали,о том и говорит!"
2033,"Суровые годы уходят
.....
За ними другие приходят
Они будут тоже трудны"
2034,Как же надоело это ……
2035,С новым годом Россия Федерации ❤️🇷🇺
2036,Можно было и не смотреть одно и тоже 20 лет да я и просто зашёл дизлайк поставить
2037,Каждому диктатору приходит конец......... крепостные ждать умеют.
2038,"Стабильные остаются только выступления Пукина,любые восхваления Пукина должны преследоватся по закону."
2039,"Новогоднее обращение каждый год такое одинаковое, но все равно ты его ежегодно ждешь с теплом)"
2040,Довольно дико когда в 2022 один лепит из себя диктаторишку .В России к сожалению от подобного не избавились .России не выгодны безграмотные законы и те кто холопствует а вот путину это выгодно .Интересы путина зачастую противостоят интересам России .Опять один вдруг стал не желательным судьбоносным фактором для России и граждан России
2041,Точно.Прочитала про броники и посмотрела еще раз.Пальто-аж внатяг от них.
2042,"Надеюсь,  все загадали   одно и тоже? ЧТОБ ОНО СБЫЛОСЬ!"
2043,"Столько лжи, тот момент когда интереснее читать каменты чем смотреть видео"
2044,"Давай, Володя! Жги! Очень надеюсь, что тебя ждёт судьба последнего русского императора😉"
2045,Русмордор в тёмных тонах
2046,"Есть семья,друзья,родители и ""Красное-белое"" под каждым домом! Да,много слов не сказано. Не сказаны проблемы,а их куча. Они общемировые. И бежать нем некуда особо. Политика нашей страны ослабляется. Нам много тяжелее живётся, с точки зрения уверенности в завтрашнем дне. Но у многих на столах есть икра,уверена. А в 90-е и ""ножек Буша"" небыло у всех. Вы это помните???? Нет,мы не должны жить в сравнении с худшим. Но и прогресс был при Путине,не надо забывать.  А потом что-то пошло не так... и сегодня оно НЕ ТАК. Это страшно. Поскольку люди наши терпят,а потом щепки летят. Ой,дай им высшие силы понять ,что пора что-то менять."
2047,Сегодня я для вас побуду вашем Президентом.
2048,Скоро руководство RT проснется в загнивающей Европе после празднования и закроет комментарии...
2049,"Когда же мы снова начнём выбирать себе главу страны(
Хочется чувствовать радость в момент поздравления, а не видеть узурпатора"
2050,Миссия невыполнима:найти положительный коммент.
2051,"Молодец, Навального посадил а сам сидит в бункере."
2052,В этом году вообще его не смотрели ни моя семья ни родственники. И я думаю многие также поступили.
2053,"Как говорил тимати,-ты кто такой,давай до свиданья!"
2054,"врун, вор будущего и лицемер -прикрывается словом МЫ........."
2055,"За пару минут до нг вв сказал по телику ,, через пару часов начнётся Новый год ,, сми ло..нулись с записаным обращением призидента . Просто молодцы 👍"
2056,"Люди вы сами позволили им обокрасть Вас, и сделать бесправными и нищими! Хоть обдизлайкайтесь, ни страна ни народ, в ближайшие годы не станут процветать."
2057,Врёт как дышит
2058,Живот сразу показывает куда деньги уходят
2059,Вот и в новый год срач в комментариях. Дети против родителей. Все как всегда)
2060,"いつもの場所だ…
そして今年もよろしくお願いいたします。"
2061,Каждый год красивые слова ! А народ его ненавидет
2062,"Ни одного положительного комента. Это о многом говорит. Устанавливайте плагин на хром, чтобы видеть дизлайки. На данный момент (01.01.2022 15:41) 2640 лайков и 8934 дизлайков."
2063,"Уважаемый (нет) Владимир Владимирович. Вы запретили вас оскорблять, но вроде ещё не запретили презирать, так что я вас презираю.

Вы называете людей, которые расследуют коррупцию, врагами народа. Людей, которые пытаются разобраться в том, кого незаконно репрессировали во время СССР - оправдателями терроризма. Террористов - друзьями России. СМИ, докладывающих о плохих дорогах - инагентами. Украину, которую мы обокрали, - агрессорами. Чёрное - белым. А малый бизнес просто решили убить кодами data matrix. "
2064,Этот год мы прошли достойно - с самым высоким показателем смертности от коронавируса в мире.
2065,"Дедушка Фантомас, тебе давно пора на пенсию!"
2066,Хочу увидеть похороны по телевизору)) хочу посмотреть как телевизор покажет плач народа ))))
2067,"Наш Президент более 20 лет защищает нас всех от разлагающего влияния либерастов и прогнившего запада.
Наш Президент - самый надежный контрацептив! Сплотимся еще сильней вокруг Национального Лидера!"
2068,"Вцепился во власть, надоел....."
2069,"Володь ,а как же аквадискотека, ты же обещал😹"
2070,"Друзья, с Новым Годом! Дизлайки можно вернуть установив расширение  Return YouTube Dislike. 
Кому интересно, данное обращение, на текущий момент имеет статистику 2600/9000."
2071,#дедвалинапенсию2022
2072,Как же быстро летит время.Не успеваешь оглянуться😢😢😢
2073,Он в бронике похоже стоит или просто распух.
2074,Благодаря нашей солидарности?! Гусь свинье не товарищ
2075,"Вода, вода кругом вода."
2076,Путину пожизненный срок
2077,А вы заметили какой он полный ??? Это бронижелет под плащем. Вот **ь
2078,"молвил царь который год,
что не бросит он народ,
с нами будет до конца,
ведь все мы в кольце врага!"
2079,"Судя по комментариям - адекватные люди празднуют Новый год, а злобные тролли, даже в такой праздник, пытаются решить свою внутреннюю неустроенность за счёт других."
2080,"М-да россияне поздравляю вас с нг. Желаю найти нового хорошего гаранта для вашей страны. Потому что сейчас после нашего Зеленского смо рю на это. И ЭТО ужас. Смотреть и слушать противно и мерзко. Сволочь он. Ниже я прочитала комент что Путин загладить свою вину только похоронен а на его могиле будет общественный туалет. Хотя я думаю этого недостаточно. Должен стать пуголом, а русский народ счастливым. З Новым 2022 роком Вас росіяни. Тепла та злагоди."
2081,Вот и сказочке конец дедушка молодец
2082,Нет никакого призедента. Это пшик. Просто говорящая голова. Это нелегитивный персонаж
2083,Король дизлайков вернулся на ютюб предварительно их запретив
2084,"От души , Спасибо за добрые и тёплые слова !"
2085,Клоун.
2086,"желаю в новом году, чтобы все ответили за свои преступления, так же касается и ВВ Путина."
2087,Лучше слушать новогоднее обращения президента Украины...
2088,"Странно, что никто не заметил на выпуклый живот. Так вот скажу вам по секрету- под плащем бронежилет."
2089,"Желаю Путину честного и справедливого суда в этом году. Того, чего он не дал многим россиянам."
2090,"Это не настоящий, электронный🤣. Очень дёрганный"
2091,"С последним вас годом, дорогой пересидент Владимир Владимирович! Ждём, надеемся, скорбим.
Вся Россия."
2092,"Все жду когда он скажет ""я устал"", ""я ухожу""."
2093,"А дело не в нем! Он, что хочет, то и делает. И собственно будет делать! Дело в нас. Это мы позволяем ему быть. Вот и все. Если бы силовики были с народом, его бы не было."
2094,"Почему лайков не подвезли?,!🤣🤣🤣🤣"
2095,"Заценили ? Он же в бронежелете, он очень сильно боится , вся его система - это карточный домик , скоро рухнет."
2096,"Я чего, один тут Путина люблю? Где остальные боты??? Бухают чтоль? 
RT -- отключайте комментарии, всё ясно уже!"
2097,Используйте этот коммент для дизлайков
2098,"А кто вам сказал, что он говорит неправду? Мы стали жить лучше ( они и он), не врет)"
2099,"Всех с Новым годом!! Украинцев, Американцев, Россиян, всем здоровья и мирного неба над головой"
2100,Желаю чтобы его НЕ было в 2022 ☝️❗
2101,Интересно спасибо
2102,"Не зря Путин так против вступления Украины в НАТО. Там где НАТО Путя не лезет, пример тому Прибалтика. Как не шипит на них, как не крысится, а сунуть свой нос туда не смеет.

Зато лезет туда где   нет НАТО. Пример Молдова, Грузия, Украина."
2103,🤮
2104,Спасибо за запись а то я просрал весь новый год
2105,Лично я увидел на экране МУМИЮ... а что увидели Вы ???...
2106,"Моя мама , ей 79, сказала, что пальто маловато, надо новое купить."
2107,"Между Россией и Украиной жидкий кол... И он развалится! Пока мы едины, мы славяне непобедимы! Всех благ братья и сестры!👍💪🤝🤗😊"
2108,"Если Бог есть, то гореть тебе в аду дедушка Вова, за все твои преступления, враньё, за твоё страшное властолюбие и корысть! От всего сердца желаю тебе чтобы на том свете ты вечно существовал как средний российский пенсионер!"
2109,"Посмотрела на новогоднее обращение Зеленского, смотрю на новогоднее обращение Путина,  и эту колосальную разницу выступления невозможно незаметить.  Там оригинальность, человечность, а тут робот. "
2110,"Желаю, что бы Дед Мороз тебе подарил швабру!"
2111,👎👎👎👎👎👎👎👎👎👎
2112,"Украинцы смотрят и комментируют речь президента РФ. Забавно. Владимир Владимирович, долгих лет вам жизни, и спасибо за то, что вытащили Россию из под колониального иго ""цивилизованных"" стран."
2113,Желаю президену РФ проявлять любовь к котикам и собачкам и кормить их ! Я уже не сплавляюсь!
2114,"Он сказал  ""год был непростым""?"
2115,Мы сами заслужили такого сказочного.
2116,Дед Маразм поздравляет с новым годом.
2117,"Ясно. Короче : "" денег нет , но вы держитесь""! Воровать меньше надо. Ненасытный...."
2118,"Dearest V.Putin Darling!
Glorious Russians!
It is written! But thanks be to God which giveth us the Victory through our LORD Jesus Christ. 
1Cor.15:57  Amen."
2119,"Красава.... своего придумать не может, читаем с экранчика хД глазками водим"
2120,"С новым годом! С новым 1937 годом, товарищи!"
2121,Последним по-настоящему счастливым новым годом для России и всех союзных республик СССР был 1984
2122,"Как ""это"" попало в тренды?"
2123,"У меня друг в России без работы остался. Уволили за отказ колоться. Есть дома нечего. Дети дома голодают. А здесь говорят, что поддержали семьи где растут дети! Как так?"
2124,"""А наш барин как напьётся, велит кресло на крыльцо ставить. Давай с крепостными общаться"". Гоголь -  ""Мертвые души""."
2125,"Как же все от него устали! Постоянная лож, постоянные пустые обязательства и война которую он нам всем обещает.  Достал уже всех..."
2126,"Всю новогоднюю речь президента, все обещания на грядущий год, можно уместить в одну легендарную фразу, сказанную Мурадом, который кинул таксиста на 400 рублей:

«Я вам а….нно сделаю»."
2127,"Всего тебе, вова, что бы только по справедливости, а не как ты привык. Надеюсь следующий год избавит страну от такого персонажа."
2128,"Когда вы его на пенсию вынесут в перед ногами уже ?
Достал он уже , ботексный клоун !"
2129,"Ребят, ну на кой чёрт Путина обсераете? Он и так делает всё возможное, чтобы граждане РФ жили как минимум уже в мире, а без мира не будет и всего другого!!"
2130,"Даже здесь в бронике , какое же оно скло."
2131,Да воздастся каждому по делам его! Это пустословие его уже по перек горла стоит.
2132,"4,5 минуты поздравления Шульман звучать намного живее и актуальнее, чем все предыдущие поздравления по тв вместе взятые"
2133,"Володя, мы тебя любим!"
2134,"Мы не смотрим, чтобы не стошнило. Но комменты приятно почитать! С новым годом!!!"
2135,"Бедный Вовка, тебе бы уже ношу ""рабства на галерах"" снять и на покой. Самая твоя тяжёлая работа, читать текст с серьёзной рожей раз в год."
2136,А чего в этом году лайки не отключили?)
2137,"Пособник насилия и пыток, типа гарант конституции, поздравляет с НГ и желает... Смешно!"
2138,"А почему вырезали фразу - я устал, я ухожу ???"
2139,"Раньше поздравления были разнообразными, с разных углов смотрящие на Новый год. Сейчас же - такое ощущение, что рерайт одного и того же. Год был трудный, но мы справились. Вы принесли пользу стране. Сейчас все желают друг другу хорошее, я присоединяюсь. Самое главное - это семья, давайте любить близких. Уже почти полночь, давайте поднимем бокалы. Ощущение Дня сурка или, может, брежневской эпохи. Стабильность."
