,comment
1119,А можно на первый канал вместо известного выступления? )
1120,"Огромное спасибо, Екатерина Михайловна, за такие правильные и нужные слова. Желаю вам в новом году много успехов, в меру отдыха! Пусть все невзгоды обходят вас, вашу семью и близких стороной и ваши желания исполняются наилучшим образом. Спасибо за все, что вы делаете и какой пример подаёте."
1121,"Спасибо за то, что Вы делаете!"
1122,"""91 год это оптимистично"" странно как то звучит."
1123,"В 23:50  с бокалом шампанского  еще раз пересмотрю  Ваше  поздравление. Вместо надоевшего  за 21 год лица из телевизора. Спасибо Вам, уважаемая Екатерина Михайловна за то, что вселяете  надежду. С наступающим Новым Годом!"
1124,СПАСИБО!
1125,"Спасибо) в Екатеринбурге встретили с вами, причем, случайно, но так вовремя включили! Загадали Екатерину Михайловну на следующий Новый год на первом канале! Вы - лучший выбор из всех возможных"
1126,"Готова слушать вместо всего остального, потрясно!) Спасибо большое за поднятое настроение, счастья, успехов и комфортно отдохнуть в эти дни"
1127,Президентское поздравление нормального человека!
1128,"С Новым годом, Екатерина Михайловна! Приятно слышать и видеть ваши поздравления. Здоровица вам и вашим близким, счастья и успехов в новом году! Отличное поздравление "
1129,Лучшее поздравление!
1130,"Отвлеклась от новогодней суеты, чтобы послушать самое классное поздравление!!!"
1131,С наступающим новым годом! 
1132,СПАСИБО !!!!!
1133,Спасибо! Вы свет в оконце! Но надавайте по рукам тому кто у спецэфектами и музыкой занимается. С новым годом!
1134,Всем добра из Новороссии !
1135,"Екатерина, спасибо за поздравления "
1136,Спасибо! И вас с наступающим Новым годом! Любимая наша Екатерина Михайловна ️
1137,"Тренируйтесь, Екатерина Михайловна, толкать речь за президента. Надеюсь, скоро пригодится. Многие, я смотрю, тренируются."
1138,"Екатерина Михайловна, счастья и здоровья Вам и Вашей семье! Я горжусь, что живу в одно время с Вами. Спасибо Вам за то, что Вы делаете для нашей родины и будущих поколений. С Новым годом!"
1139,Про настойчивость
1140,Спасибо! С Новым Годом! Так радостно читать ( хотя бы так… читать… помечтать…голосовать …₽
1141,"Они попадут в рай, как и собирались, а мы еще поживем! Счастья! Здоровья вашим деткам!"
1142,президент здорового государства
1143,"Поздравляю Вас и Вашу семью с Новым Годом. Считаю, что, если и желать что-то в следующем году, так это здоровья! Без него вряд ли можно надеяться на что-то другое. Надеюсь, следующий год будет намного лучше!"
1144,Екатерина Михайловна Прекрасная!
1145,"Благодарю, вас. Удачи, здоровья и благополучия вашей семье. ️"
1146,Крепкого здоровья нашей Матери-Героине Екатерине!
1147,Смотрел вместо обращения президента)
1148,"Спасибо Екатерина Михайловна. Какие хорошие комментарии, какие замечательные у вас подписчики. Всех с наступающим новым годом!!!"
1149,Выступать как президент это экстремизм и дискредитация Советского Союза.
1150,"Спасибо! Екатерина Михайловна и все, все, все! Крепко обнимаем и приподнимаем)) Шлём только наилучшие и наитеплейшие пожелания!"
1151,"Спасибо, Екатерина Михайловна! С Наступающим новым годом! Здоровья! Семейного благополучия!"
1152,"Народ хочу вам посоветовать тоже отличный канал""Валерий Ниминущий"" о нашей ""честной власти"" о принимаемых законах и о ведических знаниях Наших Предков. Поддержим друзья. Всем здравия и здравомыслия!!!"
1153,"Вот оно настоящее президентское обращениеСчастья вам, Екатерина МихайловнаЛюбим вас"
1154,Почему это обращение слушать приятно!
1155,"Спасибо Вам, дорогая Екатерина Михайловна ️"
1156,"Екатерина Михайловна, спасибо за лучи света в темном царстве! С новым годом и новыми надеждами нас всех!"
1157,С Новым 2022 Годом!
1158,"Спасибо вам добрейшая Екатерина Михайловна за то что поддерживали нас весь этот год. Мне кажется без вас мы бы не вывезли. Берегите себя пожалуйста. Я надеюсь вы будете поздравлять нас и тогда, когда темные времена закончатся. Россия будет свободной! Россия будет счастливой!"
1159,какая прелесть.
1160,С наступающим! Благополучия и радости! Низкий Вам поклон. 
1161,Отличное обращение! С наступающим и Вас! :)
1162,Шульман в президенты!)
1163,"Спасибо уважаемая Екатерина Михайловна за такое прекрасное Новогоднее обращение! Всех с Новым 2022 Годом, ура! "
1164,Как Вам идёт такой фон!
1165,"Как славно, что можно выбирать кого ты хочешь слушать."
1166,"""Я гимны прежние пою""! И продолжу петь!"
1167,"Ееей цифровизация! Спасибо Екатерина Михайловна, желаю себе и в следующем году увидеть ваше  новогоднее поздравление :)"
1168,"По крупному зашла Екатерина Михайловна. Молодец. Только музфон чуть убавить, мешает восприятию. А если серьезно - нам бы всем такой смелости как у неё. С Новым годом, страна. И хотелось бы сказать С добрым утром."
1169,"Крепкого здоровья Вам, Екатерина Михайловна! Вы луч света в нашем царстве, огромное Вам спасибо!"
1170,"Спасибо, большое.С наступающим Новым Годом Вас!"
1171,Прям как президент!
1172,Тот кто отвечал за хоромокей-респект. Очень круто выглядит
1173,Shulman to president ;]
1174,Хочу каждый год такие поздравления слушать! С Новым годом!
1175,Priceless!!! Happy New Year!
1176,"Я постоянно повторяю , Катя наш президент !"
1177,"Хотелось бы, что бы такое понятие как ""будущий историк"" воплотилось в жизнь... не хочется остаться последним в очереди ,).. Можно выпить за будущих всех - историков, политологов, Шульманов ,)"
1178,"Бляяяяяя, новый год нормального человека должен встречаться такими словами"
1179,Ура! С наступающим Новым годом всех!! 
1180,"Вот именно это и хотелось услышать, а не вот это вот всё) С Новым Годом!))))"
1181,Во даёт  старуха Шапокляк
1182,"Спасибо, Екатерина! Надеюсь, что perseveranсe не в патологическом смысле. С Новым Годом!"
1183,"Эх, мне, оказывается орден надо)))"
1184,Вы - национальное достояние!  Горжусь  Вами и борюсь всеми силами за увеличение числа подписчиков.
1185,Поздравляю с наступающим новым новым! Пусть каждый идёт к своей цели. Или хотя бы лежит в её направлении
1186,Что-то изменилось. Раньше Екатерина Михайловна была против этого президентского... сватовства.
1187,"Екатерина Михайловна, Вы лучшая! Вы прекрасны! Благодарю Вас, что Вы есть"
1188,"Борюсь, как могу."
1189,Спасибо за надежду! Лучшее поздравление! На своем месте!
1190,"Уважаемая Екатерина Михайловна! С наступающим новым годом Вас. Спасибо большое за все, что вы делаете, за ваш оптимизм и трудолюбие. Будьте счастливы и берегите себя!!"
1191,Умная женщина.
1192,"Спасибо,Катя) Нравитесь мне уже 35лет."
1193,"ПОЖАЛУЙСТА! В следующем году выпускайте ролик пораньше( в Сибири Новый год наступает в другое время, а поздравление нам нужно ( Не Путина же смотреть (("
1194,Вот такое обращение по нраву. С наступающим. Желаю нам всем больше разумности и совести вокруг.
1195,"Больше спасибо, Екатерина Михайловна, на этот раз всё было понятно! Ура!"
1196,"Музыка мешает, зачем такую ставить "
1197,"Так или иначе сил и разума всем нам! С 2022, Екатерина Михайловна!) Да будет больше Ваших видосов."
1198,Голосую ЗА!!!)
1199,"Спасибо вам, Екатерина Михайловна"
1200,"Спасибо за такое вдохновляющее поздравление! Пойду сразу кодить, ибо персеверанс ду пэй оф ин зе энд! "
1201,Самая лучшая 
1202,"С Новым годом, Екатерина Михайловна!"
1203,Шульман в президенты!
1204,И Вас Екатерина Михайловна! С настойчивым новым годом! 
1205,"С новым ВАС годом, Екатерина. Пусть ВАШЕ поздравление россиянам с наступающим 2023 годом будет более весёлым, более оптимистичным и прозвучит от человека со счастливыми глазами!"
1206,Шульман в президенты!
1207,"С новым годом, любимая наша!"
1208,Катюнь с новым годом вас
1209,"Дорогая Екатерина Михайловна! С Наступающим Новым Годом! Пусть каждый Ваш день нового 2022го года будет наполнен радостью, счастливыми событиями, яркими впечатлениями, только приятными встречами! Вы удивительная, безгранично талантливая, с потрясающей эрудицией! Слушать Вас- истинное удовольствие, испытываешь восторг и восхищение! Здоровья и  долгих- долгих лет жизни Вам и Вашей семье!"
1210,Спасибо за интеллектуальное и оптимистичное обращение!
1211,"Единственное обращение, которое я посмотрел"
1212,"Лучшие пожелания людям - от добросовестного Учёного, любимого Учителя и народного Просветителя! Крепкого здоровья, сил, энергии, всенародной поддержки, любви и заботы родных и близких - Екатерине Михайловне!"
1213,Упорство и настойчивость
1214,"УРааааа!!! С новым годом всех нас и вас, дорогие Екатерина Михайловна, директор канала и Азамат Батыровыч!"
1215,За настойчивость и упорство! С Новым годом! Здоровья всем!
1216,Президент новой России будущего? :)))
1217,Спасибо  Екатерина огромное  ! ! !
1218,"Кембриджийский словарь не может относится к славянским языкам, т.к. английский это язык корней, а у нас язык суффиксов! Это знает любой лингвист"
1219,"С Новым  годом, Екатерина Михайловна! Здоровья и благополучия Вам и Вашим близким!"
1220,"Емое! Тот самый совет который мне нужен был, я в 21 никак не мог защитить магистра, все силы потратил. Очень надеюсь в будущем году все получится. P.s. Осталось исправить мелкие ошибки в анализе."
1221,Этот фон Вам идёт)
1222,"С новым годом вас, Екатерина Михайловна! Всех благ."
1223,"Прикольно она одним глазом моргает, как крош ))"
1224,"Мои наилучшие пожелания , здоровья и успехов в Новом Году , Екатерине Шульман , профессионалу мирового уровня и прекрасному человеку !"
1225,"Одно из позитивных событий 2021 года моё ""знакомство""  с Екатериной Михайловной - человеком, достойным поздравлять страну на фоне Кремля."
1226,Класс !!!!!!
1227,Как же я вас люблю 
1228,Не знал что Ютьюь может показывать будущее!
1229,С новым годом! Удачи счастья успехов
1230,"Лебединого озера нам всем и поскорее. С Новым годом, Екатерина Михайловна!"
1231,Спасибо Екатерина Михайловна за ваши Новогодние обращения! Вы дарите надежду !
1232,Ураа!
1233,"Екатерина Михайловна, с Новым годом! Самые наилучшие пожелания!!!"
1234,О! Какая Екатерина торжественная!))))
1235,Какие мудрые слова!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1236,"Я думаю, Екатерина Михайловна институизировала новогоднее поздравление здорового человека. Спасибо ей за это! )"
1237,Как не лайкнуть. Спасибо. Удачи в будущем году.
1238,"Замечательные, мудрые слова! Россия будет свободной! ️"
1239,"Мечтаю, чтобы в следующие годы поздравление Екатерины Михайловны в новогоднюю ночь смотрела вся страна официально "
1240,Вот бы Путин так растворился в конце
1241,Поздравляем с Новым годом! Мы не отступим!
1242,Так в жизни Набокова было ровно столько же цифр в дате сколько и у нас!?
1243,"С Новым годом, Екатерина Михайловна! С Новым годом всех зрителей этого замечательного поздравления!"
1244,"Здоровья, и счастья всем! Даром! Пусть никто не будет обделён!"
1245,обращение президента!
1246,С Новым годом! Я не выбрасываю телевизор только чтобы однажды увидеть там обращение Екатерины Михайловны))
1247,Хорошо сказала. Иносказательно и политкорректно. Обошла все подводные камни. Лайк
1248,Выступление моего президента ️
1249,"Екатерина Михайловна, Perseverance это название марсохода в 2021 году приземлившегося на Марсе. Это огромная и поистине инновационная машина для своего класса, кроме всего прочего снабжённая дроном-вертолётиком, который успешно взлетел и полетал. И это первый летательный аппарат, поднявшийся с поверхности Марса! Все это сделало миссию Perseverance одной из самых обсуждаемых новостей в области популяризации науки. Боюсь, что люди гуглили так часто это слово именно по этой причине. И я в том числе."
1250,"Лучшее поздравление от лучшей милфы! С Новым Годом, Екатерина!"
1251,молодец
1252,Спасибо вам из Казахстана. Нас вы тоже вдохновляете и обнадеживаете.
1253,"С Новым, Настоящим новым годом!))"
1254,Ну и чем не будущий президент?!
1255,Екатерина! Будем снова вместе в наступившем 2022 году! Здоровья и благополучия вашей семье!
1256,Мой президент. Голосую
1257,Браво! Поддерживаем! Вперёд Екатерина!
1258,Новогоднее обращение здорового человека)) с наступающим!
1259,Я хочу чтобы она была моим президентом
1260,С наступающим Новым Годом . Удачи и успехов!!!
1261,"Нет милфы сексапильней, чем Екатерина Шульман"
1262,"Екатерина, спасибо за ваше поздравление. Но почему в качестве слова года в обращении используется слово англоговорящего население. Да, наши культуры близки, но ментальность, всё же, другая, и в слове года отражены мысли англоговорящих, а не русскоговорящих людей."
1263,Всех с наступающим! Екатерина Михайловна прекрасна! Ура! 
1264,️
1265,Как было прекрасно видеть презедента здорового человека на телеэкранах
1266,а телефонные номера сейчас звучат тоже по-другому! ))
1267,Пусть каждый день будет днем Нового Года. Можем повторить и завтра )))
1268,"Всего Вам хорошего, Екатерина Михайловна!"
1269,"Отлично смотритесь на фоне кремля вместо того, кого нельзя называть "
1270,Блять) Спасибо!!!!!!
1271,С новым годом.
1272,очаровательное поздравление!!
1273,Поздравление здорового человека
1274,Шульман в президенты !
1275,"Боже. Мечта. Спасибо. Детям покажу. Вот, ребята, эта тётя, ваш президент."
1276,Не отступим ! Не сдадимся!
1277,Включили вас на телевизоре для солидности. Приятно послушать!
1278,Екатерину Михайловну в президенты! Отличная речь!!!
1279,Наш президент!
1280,"С Новым Годом , Екатерина "
1281,"Давайте загадаем и постараемся чтобы сбылось, что это была репетиция новогоднего обращения следующего Президента России на следующий год."
1282,Родные! В Новом году будьте здоровы и  Богом хранимы!
1283,Екатерину Михайловну в президенты! :) всех с наступающим!
1284,"О, Екатерина Михайловна прям как президент"
1285,Интрига Дождя раскрыта!!! Ура!!!
1286,"Посмотрел это обращение, и другие решил не смотреть."
1287,Всех с Новым годом!!!
1288,"С Новым годом , Екатерина Михайловна ! Вот есть же человек. Она могла бы быть президентом."
1289,Лучшее поздравление.
1290,Будем жить ! С Новым годом всех единомышленников и остальных тоже !
1291,"Единственное кину камень в огород,надо пораньше выпускать ,живём в Сибири и не могли сразу включить вместо неадекватного деда"
1292,Удачи вам во всем! Да не оставит нас мудрость ваша
1293,"После таких слов, со спокойной душой, можно и баиньки пойти, не дожидаясь заветных когда-то 00:00!"
1294,"Надо же.. Не знала, что фамилия президента России -Шульман.."
1295,спасибо что выложили запись выступления президента
1296,свободу алексею
1297,Новогоднее обращение здорового человека
1298,"О Дарвин как хорошо, что есть такое обращение от ЕШ! А то достало уже..., очень здравые слова, только такое спасает нынче"
1299,Давайте танцевать под дождем
1300,"Екатерина Михайловна, вы лучшая!"
1301,А что мрачного случилось в 1945? И почему 1991 год лучше?
1302,"спс !!!Е.М !!!! будем ждать ,надеюсь на одно ,хуже не будет!!!"
1303,"С наступающим Новым годом, Екатерина Михайловна!"
1304,What will be what will be…
1305,Новогоднее обращение здорового человека!!!
1306,Речь Президента! Не меньше
1307,"Ура, вот и моё новогоднее настроение"
1308,Ура! С Новым годом!
1309,Гарант в бронежилете горько рыдает в сторонке.
1310,"Ждём Вас в качестве президента, на этом фоне)"
1311,Мой президент!
1312,"Эх, Екатерина Михайловна, на пару часов бы раньше появись ваше обращение - получилось бы встретить НГ под него..."
1313,Екатерина Михайловна здоровья Вам и верности себе!
1314,Мой президент!
1315,Вот так должно выглядеть поздравление с Новым годом здорового человека ))
1316,Единственное новогоднее обращение которое смотрел. Президента даже не открывал. :)
1317,Разлюбезная наша Катерина Михайловна! И мы вам желаем продолжать (и усиливать!) нас подбадривать в наших поползновениях к Светлому Будещему!
1318,Храни Господь Екатерину Михайловну!
1319,Жду в следующем году
1320,"Всё будет хорошо! Так скажу, зачем мне орден? Я согласен на медаль."
1321,Дякую!!!
1322,Екатерина Михайловна! Спасибо вам большое за поздравление.
1323,"Спасибо за поздравление, Екатерина Михайловна и компания!"
1324,я что-то пропил?.. у нас сменился президент?!..
1325,"С Новым Годом ! Будем терпеливы и настойчивы ! Здоровья , мира , успехов ! Спасибо Вам и Вашкй команде !"
1326,Имеющие уши да услышат …
1327,"Дорогая Екатерина  Михайловна, спасибо за поздравление! Здоровья и успехов в Новом Году!"
1328,Спасибо большое!  Екатерина Михайловна для всех слушателей как луч света
1329,Поздравь народ Израиля .
1330,"Катенька, спасибо Вам и с наступающим! Ваши оптимизм и рациональность очень сильно поддерживают!))"
1331,С новым годом всех!!!!! Пиши есчо......
1332,"Удачи и здоровья вам, Екатерина Михайловна, в новом году и на годы вперёд."
1333,благодарим Вас! поздравляю Вас с новым годом! успехов во всем! урааааааа!!!
1334,Дякую і дай Боже здоров'я
1335,Упорчивость и настойство — нормость нашей жинзи! Всех с Наступающим!
1336,Женщина-мечта !!!!
1337,"Екатерина Михайловна, спасибо! С наступающим всю Вашу семью!)"
1338,"С Новым годом! Спасибо, что Вы с нами ️"
1339,"Если Шульман будет баллотироваться, то я лично первый прыгну на «баррикады», «омон», итп."
1340,"Екатерина Михайловна, спасибо огромное! Ждал поздравления и уже начинал задумываться о поиске альтернативного"
1341,В президенты!!!
1342,Спасибо большое за такие прекрасные слова!
1343,С новым годом Екатерина!
1344,Спасибо!
1345,"Счастливого Нового Года! :) Спасибо огромное за всё! Вы вдохновение и просвещение в одном лице. Очень рада, что Вы есть. Будьте здоровы и счастливы!"
1346,Как-то с грустью...
1347,"Спасибо, с наступающим! Надеюсь я доживу до того момента, когда подобное поздравление будут показывать по федеральному каналу в полночь! "
1348,Очень благодарна Вам за Ваше поздравление.так ждала.и Вас с Новым Годом.Вас и Вашу семью
1349,"Пропустила новогоднее обращение Екатерины, кто-нибудь конспект делал? Дайте списать))"
1350,"Спасибо за поздравление! Вас тоже с Новым годом. Счастья, успехов в делах!!!"
1351,Ждём когда такое будут показывать по первому каналу
1352,"Первый свой лайк в 2022-м году я ставлю Вам, Екатерина Михайловна, именно за это поздравление! Счастливого Нового года! "
1353,"Спасибо, Екатерина Михайловна! Прекрасные слова."
1354,С нг!
1355,"спасибо за обращение, которое нам нужно! как хорошо жить в мире, где можно выбрать ЕМ вместо ВВП"
1356,как бы было хорошо если бы это был призедент РФ
1357,Пусть всё сбудется!!! Спасибо великое за Ваш луч света!!!
1358,обращение которое мы заслужили спасибо вам за ваш канал и за вас прекрасная Екатерина Шульман с наступающим)
1359,Да.! Не отступать!
1360,"Спасибо! Надеемся, что 2022 год мы проживем, выживем, а что-то (или кого-то) даже переживем!!!"
1361,Уже чувствует себя президентом
1362,"Спасибо , Катерина ! С Новым  Годом ! Здоровья ,вам и удачи !"
1363,"Господи, спасибо!Смотрю поздравление здорового человека прямо перед боем курантов в Екб"
1364,"С пафосом в музыке перебор, по-моему)"
1365,"Поздравление, которое мы заслужили"
1366,Номинируйте саундтрек на Эмми!
1367,"Пожалуй, самое тягостное 31 декабря 20021 года!"
1368,"Какое чудесное поздравление! Благодарю Вас, Екатерина Михайловна, за пожелания! Всех благ Вам! Вот это видео мы и посмотрим перед курантами!"
1369,"Мне кажется, или Екатерина Михайловна немного выпившая?))"
1370,"Как всегда заряд оптимизма и хорошего настроения, спасибо!"
1371,"Под куранты лучшее обращение, что может быть)))"
1372,Это просто прекрасно <3
1373,"Спасибо, Екатерина за позицию!!!"
1374,"мы не нуждаемся в пояснениях и о режимах  властителей сея руси конца 20 го начала 21го веков, всё на лицо. Всё записано как ауди, так и видео"
1375,"Спасибо большое Екатерина Михайловна за поздравление, за вашу работу , за то что Вы есть у нас !!"
1376,Шульман 2024!
1377,"Я очень рад что слушаю вас в этот час. Сегодня я понял, что девушка, похожая на вас, не будет со мной. Но мне очень нравится ваш прекрасный стоически-оптимистичный настрой. В этому году в моей жизни многое произошло именно по этому девизу ""perseverance"". "
1378,Екатерина уже готовый президент наших сердец. Вона уже обращения новогодние есть.
1379,Во истину наш будущий президент
1380,"Спасибо, Екатерина Михайловна. Так получилось, что этот год у меня прошёл как раз под знаком настойчивости - я и мои врачи боролись с болезнью, которая не желала отступать. И наконец у нас, кажется, ремиссия. Год борьбы дал результат. Институтом не стану, не тот случай, но теперь мои врачи знают, как лечить следующего пациента. Ура! Здоровья и настойчивости всем нам!"
1381,Кремль угорает над вами. Представляете как смешно!!? Посмотрите глазами историка
1382,"С наступающим Новым годом, уважаемая Екатерина Михайловна! Самые, самые добрые, тёплые и Светлые пожелания Вам и Вашей семье! Спасибо за работу и просветительский дух, который Вы дарили нам в 2021-м! Счастья, удачи!"
1383,Спасибо за теплые и хорошие слова. С наступающим!
1384,"Не то ты хотела сказать, не то!!! И не так! До новых встреч!"
1385,Лучшее поздравление! Спасибо Вам!
1386,"о, вот и временное правительство выступило!"
1387,"Меня вполне  устраивает ИМЕННО ЭТО  Новогоднее поздравление.  Другого не надо. С Новым годом всех замечательных, порядочных, неравнодушных людей!!! Екатерина, Вы  просто волшебная женщина!"
1388,Спасибо! Вы Женщина года для меня
1389,"Браво, Екатерина Марковна!"
1390,Спасибо! С наступающим! ️
1391,"сделайте погромче, ручки ваших телевизеров )"
1392,Спасибо вам Екатерина Михайловна за поздравления! С Наступающим вас 
1393,"С Новым Годом, Екатерина Михайловна! Спасибо!"
1394,В президенты Екатерину 
1395,Спасибо за поздравление!
1396,"Лучше было бы без кремля на фоне. Лес, снег, природа."
1397,"спасибо, Вы молодец!"
1398,"Ждем вас, Екатерина Михайловна, в 2022! У нас он уже наступил "
1399,"А город подумал ,а город подумал ,что учения идуь!а город подумал  ,а город подуумал ,что учеенияя идуут!.."
1400,"Екатерина Михайловна, поздравляю Вас с вступлением в должность, наконец мы все дождались!!!"
1401,53 год забыли из знаковых и светлых
1402,Поздравляю ЕМ и всех её соратников и единомышленников с Новым Годом! 
1403,"Божечки, искусство (интернетное) предвестник будущего... Я все пальцы скрестил чтобы такое будущее сбылось!"
1404,Екатерину Михайловну в президенты!
1405,"Это обращение ни в какое сравнение не идет с пустыми и однообразными, не меняющимися из года в год словами президента. Вот такие слова действительно приятно слышать. С наступающим!"
1406,Красивая милфа
1407,Обращение моего президента России ️
1408,Шульман даже из новогоднего обращения умудряется сделать урок по политологии .Именно такого президента нам и нужно.
1409,"Каких выживших,  у нас что, мор какой то,  чума? Похерили только все, непонятно из-за чего,  живём, приспасабливаемся."
1410,Благодарим всей душой!!!
1411,91 год для русофобки конечно не плохая дата.
1412,"Самое положительное поздравление, с надеждой на будущее, так сказать"
1413,"Спасибо большое дорогая Екатерина Михайловна, Вас с Новым Годом!!! Добра и здоровья, счастья и мира, пенсионер Москва."
1414,ЕШ наш президент!
1415,"Светлая королева! Прямо сразу лакомство для души начать с Набокова, а закончить игрой тоже немного его. С наступившим! Не отступаем"
1416,1
1417,"Ураав! Поздравление здорового гражданина! Потерплю немного и включу перед самим НГ. Екатерина Михайловна,  я вас люблююююююююю"
1418,"С Наступающим, наша дорогая ЕШ! "
1419,>не заканчивать на мрачной ноте
1420,"Екатерина Михайловна спасибо за поздравление, и вас с Новым Годом!!!"
1421,"Даже не знаю что добавить, в комментах уже все написано :)"
1422,С Новым годом всех! 
1423,"Екатерина Михайловна!!! Восхитительная, умная, лучезарная!!! Как приятно Вас слышать!!! С Новым годом!!! Вас, вашу семью, родных,близких, знакомых, всех всех кто Вас слышит!!!Пусть исполняются все мечты, здоровья, благополучия, счастья!!! "
1424,ПРАВДУ сказать слабо?
1425,С Наступающим Новым годом! Всем добра тепла и удачи!
1426,Куплинов топчик)
1427,"Новогоднее поздравление здорового человека. С праздником вас, Екатерина Михайловна, здоровья вам и благополучия!"
1428,"Екатерина Михайловна, спасибо Вам. Вы изменили мировоззрение многих людей. Поздравление курильщика на первом смотреть не будем."
1429,Я для такого дела телевизор куплю
1430,Спасибо Екатерине Шульман за достойный Гражданский пример нам всем!
1431,Как непривычно слушать речь Екатерины Михайловны на такой скорости =D боролась с собой чтобы не включить хотя бы 1.25))) А уж как Екатерина Михайловна неверное боролась...
1432,Она не удержалась! Ура! Спасибо Великой Екатерине... Михайловне.
1433,"Спасибо, Екатерина Михайловна. Слава науке!"
1434,Смотрели всей семьёй
1435,"""perseverance"" - так называется очередной марсоход миссии NASA который совершил удачную посадку на Марс в этом уходящем году, событие освещалось и скорее повлияло на всплеск популярности этого слова."
1436,Так то 91 -й сдача Родины...
1437,Выключаем в 23:55 самозванца в телевизоре и смотрим поздравление хорошего человека!
1438,Как раз поздравление к Алматинскому новому году! 
1439,Шульман - наш президент
1440,я надеялся и ждал и вот) с наступающим Вас!
1441,2:14 Какой ещё «презёверанс»?
1442,Поздравляю всех здравомыслящих с наступающим Новым годом! Встретимся на канале Екатерины Шульман в новом году!)
1443,"Спасибо, Екатерина Михайловна! Будем слушать Вас, а не президента!"
1444,"И Вас Катя с тем же, дядя витя иэ перми."
1445,"Спасибо, Екатерина Михайловна - Вы первая, кто поздравил меня в этом году (и боюсь, что единственная)."
1446,Ахаха. Екатерина Михайловна нас услышала! Она Призедент!
1447,Лучшее поздравление
1448,ЕКАТЕРИНА ВЫ  РУПОР  МИРА!!!!?  СПАСИБО  ВАМ ️  С  НАСТУПАЮЩИМ  ХОРОШИМ  ГОДОМ     ВСЕХ  ВАМ  БЛАГ️  ОСЕТИЯ     
1449,Кандидат в президенты!!! Ирония? Нет! Дама с невероятно подвижным мышлением! Но музыка ужасная на заднем фоне!)
1450,С новым годом вас  Мы выжили и мы стали лучше 
1451,"А «отклики» т н  все тут как из одного инкубатора, как из-под одного «лимита»…"
1452,"Так должно выглядеть новогоднее поздравление президента))). Мы вас любим, Екатерина Михайловна!"
1453,выложите в следующем году пораньше пожалуйста. Красноярск встретил новый год без Вас 
1454,Т.е. все - Шульман в президенты?!
